COMPANY_NAME,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
FORMULA PR,220308.89,284379.67,193355.5,305143.29,227167.31,325498.67,231495.34,297067.87,343354.7,362229.89,528934.52
"SMITH GARDENS, INC.",159322.23,335427.01,382673.21,226481.05,231253.27,301342.19,261463.62,229723.76,299774.94,351456.39,343849.45
"TRIUMVIRATE ENVIRONMENTAL, INC",204677.96,257056.28,249938.22,290178.77,241308.97,272195.03,307493.23,313830.27,290527.47,305751.28,335339.91
PANASAS INC,345194.77,499875.24,365454.72,279103.16,184102.46,216672.01,199264.11,170764.12,165342.89,207232.59,169423.5
T CHRISTY ENTERPRISES,170226.22,239295.75,238784.7,283852.14,304644.92,304543.64,225823.24,347793.75,310592.53,286385.83,303914.42
HP PELZER AUTOMOTIVE SYSTEMS INC,226710.08,209075.3,250352.8,316572.53,286103.48,317379.69,319333.75,254975.05,245020.33,234126.74,253286.28
"T&S BRASS AND BRONZE WORKS, INC.",267296.33,276135.62,219789,294548.9,294707.42,321354.4,289918.88,251654.57,209771.45,295362.31,330107.59
THE HORTON GROUP INC,228052.95,215744.13,244178.22,318290.18,238444.16,223487.54,295932.81,371264.34,288933.64,271240.02,323991.06
DATAWATCH CORPORATION,367107.68,393128.92,310918.6,303789.33,218878.64,232635.55,222389.21,210028.7,165310.13,211396.79,207502.44
"MARATHON HEALTH, INC.",221839.49,262532.15,202110.57,239088.03,261581.11,321407.76,310974.47,280953.01,321349.85,340695.32,320050.61
"BIOCRYST PHARMACEUTICALS, INC.",315307.73,300226.99,435566.24,402771.75,222183.16,196775.47,177844.27,230081.93,138697.63,278321.24,172956.29
"CELLDEX THERAPEUTICS, INC.",119219.02,287443.06,256643.42,431480.24,288831.5,287272.23,259230.75,292523.85,195786.42,269598.07,239346.88
INTERCOLLEGIATE STUDIES INSTITUTE,144798.55,296181.13,302535.91,304719.44,183562.23,276570.04,407058.76,301034.54,201310.73,271476.66,201412.82
TOTAL SITE SOLUTIONS (TSS),322355.75,317174.31,251014.88,276359.11,241220.61,258616.76,206521.87,297960.3,244337.63,206264.45,172148.42
"MSD CAPITAL, L.P.",162320.61,277752.38,249734.96,467280.78,211428.08,150543.87,268840.21,403327.6,223470.01,158897.93,193716.33
THOMSONS ONLINE BENEFITS,228538.4,310052.63,353678.56,338314.99,209185.52,225131.73,259549.8,248845.04,240074.16,314305.53,241389.72
"FLACK STEEL, LTD.",445456.75,412163.17,415675.15,174472.79,136440.61,177539.84,176988.99,274861.63,199714.95,283149.86,341192.78
SONNEBORN HOLDINGS LP,310844.27,274005.25,225493.53,305853.34,330995.17,225848.3,190789.68,268477.21,280573.87,294842.19,209882.38
1ST FRANKLIN FINANCIAL CORPORATION,229705.39,240554.72,286650.77,218720.94,344440.92,264396.77,289038.59,245862.84,293210,417511.76,356632.09
LINARO,284212.38,242843.03,307729.21,290078.27,285274.34,270982.19,226850.22,248232.15,254449.44,210691.48,257056.94
REPUBLICAN NATIONAL COMMITTEE - CTE,128006.66,187816.91,226417.94,302302.24,304061.31,284299.65,401944.86,394365.75,180060.29,193969.89,215398.02
JONES DAIRY FARM,123525.05,274399.7,280127.84,265103.64,244258.28,279173.27,310131.08,263086.93,366240.16,318027.62,361203.53
APTIFY,259450.18,335526.43,347098.94,326327.53,297625.01,188997.83,312525.95,196307.3,141476,149583.73,229935.7
"ZIER, INC.",330311.59,345889.51,359519.84,263236.25,315379.32,284491.58,167772.11,179415.28,158471.68,237100.06,249070.62
GLATT AIR TECHNIQUES,219141.97,305882.36,260091.86,313811.91,247724.3,327993.76,230948.55,237245.72,261252.54,261363.34,179346.65
FPL CORPORATE SERVICES LLC,185208.78,296745.42,203075.6,224945.08,235397.22,267002.37,293878.72,400063.16,297698.54,423413.79,323399.17
ARCOM DIGITAL LLC,283675.97,303958.4,302278.47,254794.74,197202.69,271444.61,303952.1,275925.61,210631.53,281885.54,228753.52
"ELEMICA (FORMALLY RUBBERNETWORK, INC.)",252148.28,339041.45,330073.08,332076.77,279537.21,276554.04,214179.65,191889.08,187925.92,138822.62,169249.17
FW EVANS CYCLES (UK) LTD.,288689.47,305112.55,322780.77,286936.34,238907.39,258816.56,269690.36,211747.48,220065.88,301726.75,315637.73
"SURGICAL NOTES, MDP, LP",284334.39,275402.46,264928.85,304006.5,256505.07,282370.18,268317.56,209325.69,255080.86,235004.53,184697.38
"STAG INDUSTRIAL, INC.",291119.42,442416.43,332090.67,245005.15,205668.76,274834.75,186169.85,191456.26,228342.16,311730.26,188857.2
"ROKA BIOSCIENCE, INC. CTE",229409.27,329353.8,297729.92,240183.72,219467.24,261952.06,298024.57,290464.05,229673.3,230771.56,158722.67
MIDCOUNTRY FINANCIAL CORP.,375865.31,274586.04,280065.06,261450.02,321174.84,255190.97,222671.32,254455.06,149548.18,223565.81,419993.39
DEXCO POLYMERS LP,247684.31,308337.53,301296.39,290382.72,214954.14,289858.21,237828.31,295527.83,208622.55,252417.18,211687.51
"THE FRANKLIN INSTITUTE, INC.",150990.86,229016.38,238179.64,494419.17,162291.1,275879.85,285536.41,260718.37,296350.61,377233.06,296224.03
"ALPHA IMAGING, LLC.",222889.34,261393.03,281025.68,298273.62,279025.68,276982.46,257920.95,283795.91,231953.81,284065.5,234983.73
"WILAND DIRECT, INC.",205391.25,248864.46,256765.45,212756.75,279049.99,289202.2,287346.76,325218.31,287774.36,357442.75,249376.73
"JT3, L.L.C.",190330.73,250777.51,229077.77,214263.38,245856.69,308409.35,398374.35,300350.28,254169.9,392272.76,408826.39
SQUARETWO FINANCIAL CORPORATION,277624.83,352042.82,347346.39,316746.07,262095.35,319381.76,248074.05,138446.92,128471.92,72884.1,79381.22
MICROCOM,222667.02,326669.12,304662.78,211269.93,185603.56,234126.5,277842.06,250430.13,375884.72,256800.23,232659.67
DISTANT LANDS TRADING COMPANY,261061.4,261768.4,187920.37,220481.21,344121.08,215565.15,222656.67,275779.64,398001.19,260404.09,205156.1
UNITE PRIVATE NETWORKS L.L.C.,232068.69,295095.05,262812.4,267377.18,262444.9,265346.57,252435.64,296193.19,253338.41,268753.96,297241
"PSC METALS, INC",276708.78,328148.44,309694.11,302167.61,209075.94,303817.22,254484.9,223866.45,179020.97,210257.68,213644.72
"CHICAGO CONVENTION AND TOURISM BUREAU, INC. D/B/A CHOOSE CHICAGO",267908.07,321284.74,198312.72,131560.17,192850.92,269906.34,274342.52,405177.63,325521.04,531675.14,431448.85
NEW HORIZONS COMPUTER LEARNING CENTER,271070.39,303916.4,256892.43,227653.79,258185.87,224258.47,270278.49,307655.49,266692.65,317804.54,241108.1
MASSACHUSETTS HIGHER EDUCATION ASSISTANCE CORPORATION,215876.32,359752.36,280440.99,281119.27,224054.58,351768.02,259272.03,255070.38,159188.28,235840.75,139459.03
QUALITROL CORPORATION,201163.56,229269.4,209209.58,290326.37,215003.06,338354.89,257401.12,355638.85,290095.93,321231.91,249376.88
"BRIGHTSIDE ACADEMY, INC.",226102.22,239174.17,228790.83,257703.47,257931.39,306841.18,302935.31,302311.21,263514.47,197062.23,135229.23
"MICRO COMPUTER SOLUTIONS, INC",197740.39,275381.79,236299.49,253292.86,232327.36,314996.38,325075.83,282419.49,267417.67,357541.77,168577.67
MM (UK) LTD,61641.85,219258.66,380472.1,340490.28,255983.22,289860.17,290358.67,261941.47,284842.5,331835.69,413833.27
"HOME FRONT COMMUNICATIONS, LLC",167006.53,262409.76,214096.41,278917.5,215949.46,346308.84,297035.02,379069.34,222634.89,184166.76,265930.99
HARTMANN TPE,180778.96,237013.51,200298.1,297282.01,204479.5,347717.99,304361.54,332515.85,278321.92,360561.44,316869.52
ELECTRO DEPOT,243647.65,236533.18,211114.93,250711.67,219200.74,323977.6,302897.04,357450.5,236760.78,287764.87,259334.21
CONTINENTAL TYRES OF AUSTRALIA PTY LTD,180563.71,253158.51,294878.5,202187,240521.02,289324.46,259987.23,391413.45,270234.3,267626.38,216657.52
"SYNCARDIA SYSTEMS, LLC",383453.38,383367.61,346058.13,254166.32,184781.2,231141.03,156174.48,225705.4,215709.96,226825.32,195272.29
"STORMHARBOUR PARTNERS, LP",457665.61,393003.78,274128.57,290293.31,210078.45,178076.91,187236.94,185398.26,204364.22,200783.25,192829.78
VERSA CAPITAL MANAGEMENT LLC,326575.5,277296.81,291621.06,273718.88,268012.99,250694.04,182368.33,222129.52,287483.47,238555.05,181453.94
"MOUNTVILLE MILLS, INC.",212778.68,225366.94,197345.91,283373.48,274091.62,314567.99,308493.61,286031.07,276762.92,342057.09,232127.25
DES-CASE CORPORATION,211768.55,255662.85,274333.46,279000.13,202549.11,307302.86,201203.6,394504.52,252161.51,351763.28,364091.73
"INIT INNOVATIONS IN TRANSPORTATION, INC.",255672.97,291024.27,254318.04,320007.79,239886.87,266721.64,254365.72,267472.38,228797.15,359624.28,305050.76
"ROSEMAN UNIVERSITY OF HEALTH SCIENCES, A NEVADA NON-PROFIT CORPORATION",137597.1,203550.91,271558.66,242475.14,331974.27,350573.97,264872.78,224607.44,350406.69,322828.25,344386.24
ALFA LAVAL INC (CANADA),263154.84,347671.62,222109.46,354246.46,193892.95,279906.76,244462.63,265523.24,206327.08,272593.79,199108.04
"ECO-ENERGY, LLC",172047.08,252629.69,319008.52,247818.27,240031.48,219096.26,359925.71,235241.38,331396.58,275345.84,179585.28
"FERRING PHARMACEUTICALS KOREA CO., LTD",198795.13,303773.9,251019.73,325444.78,265961.72,272761.04,286215.33,247518.07,225442.1,292042.81,229192.07
"MATERNE NORTH AMERICA, CORP.",230036.07,340246.55,331978.78,275537.49,230671.43,249124.08,257846.09,225049.37,235605.16,236445.63,320667.9
BRANDHOUSE BEVERAGES (PTY) LTD,329697.25,331677.76,316716.85,271516.54,242379.34,244287.1,187567.58,198698.17,253211.22,231537.93,173789.5
CCS MEDICAL,200851.58,303603.5,301188.1,369351.99,253916.31,243361.35,217032.77,262668.62,223717.43,375705.48,250049.67
ADELAIDE AIRPORT LIMITED,278824.7,256390.36,213798.16,290681.43,202812.07,306926.96,273358.97,294756.41,256750.83,260500.08,308712.39
DRUVA INC.,244419.84,226397.84,253538.08,286860.19,286196.43,243295.61,274348.37,294003.14,264776.65,304668.06,341208.82
"SMYTH COMPANIES, INC.",186801.74,303600.38,232646,237822.03,288816.67,315354.01,280636.8,284964.25,242893.78,277247.71,252292.54
"MURCHISON &AMP; CUMMING, LLP",256090.08,299352.51,226026.16,316179.46,298258.64,253315.69,250669.26,235104.97,238518.47,203495.26,152283.76
"LAPP USA, INC",262355.05,274345,291734.03,287388.99,251130.21,291320.03,228821.12,216362.43,270039.49,299420.26,195077.53
"MVP HEALTH PLAN, INC.",192102.96,254630.74,223581.02,319219.18,187389.03,304235.73,297005.06,358207.72,236090.99,306736.94,303220.62
SPEAKMAN COMPANY,231256.87,253513.41,273090.64,336132.14,315041.33,289247.35,176520.52,226996.56,269550.96,303387.34,337856.22
"LEASETEAM, INC.",140110.51,404047.8,266733.54,227003,275277.76,497394.74,215859.04,224189.6,120650.59,249589.47,170610.49
"ART FURNITURE, INC",320014.57,126714.91,397371.73,191733.57,177802.37,358405.01,245166.46,306708.64,246188.68,360233.55,268409.16
EDUCATORS 4 EXCELLENCE,193705.82,227955.04,186612.63,242297.54,226490.02,342480.42,297216.13,330358.63,321231.52,380716.78,218506.97
WEDDINGWIRE INC,142783.55,260430.64,265559.86,328737.87,222384.82,257916.47,318658.57,326682.49,244263.81,346636.65,219313.99
EPLUS CANCERCARE,248351.15,230538.94,253393.87,367230.58,269939.76,248948.63,209307.41,316501.03,222685.37,231781.12,194730.79
MAGNETROL INTERNATIONAL INCORPORATED,221969.35,263914.74,263196.57,279030.31,227631.95,320458.23,223339.47,246521.55,320326.23,477266.63,285667.87
OERLIKON LEYBOLD VACUUM USA INC.,293997.38,356130.73,289836.04,270054.07,226902.76,280133.54,218981.36,190552.8,239467.1,273905.93,260399.85
VIBRANT MEDIA,293591.94,318408.2,320988.38,383248.9,289868.95,231655.92,224521.21,170901.61,130853.84,144339.69,53746.52
"REPUBLIC TITLE OF TEXAS, INC",221372.77,286804.74,281564.11,270054.81,221495.99,254271.13,259987.21,272687.36,292344.5,308888.68,225673.63
THE EDLONG CORPORATION,285805.99,318535.96,254094.45,309462.08,188520.99,234833.27,266247.3,222543.14,279400.35,320569.8,382859.05
"WOLF ROBOTICS, LLC",258517.25,242793.5,266958.17,285468.67,239465.31,297077.95,233818.67,270652.27,261728.44,200422.74,234698.4
CROWN LABORATORIES INC,208474.88,242464.86,227484.51,287074.6,273106.85,339372.47,306069.56,278796.8,193458.84,219664.88,199574.32
ROLL FORMING CORPORATION,204368.29,253411.35,222534.01,285960.91,256509.06,283408.42,271193.53,253466.75,324951.37,311351.42,224240.01
"XEROS, INC.",132405.27,204879.33,218135.97,248802.69,267288.35,315619.35,315228.11,293548.23,358509.81,449978.48,374014
"EQUIAN, LLC",213406.55,243107.74,213160.35,213398.3,263415.12,287132.32,259689.85,328529.95,331553.59,332095.68,251380.21
"REAL GOODS SOLAR, INC.",458825.32,370295.83,289437.99,246878.39,238326.11,206520.57,136419.43,158466.2,247340.15,335380.48,271068.96
"WELLHEAD ELECTRIC COMPANY, INC",189216.99,244770.03,275694.35,308666.79,335389.96,190930.69,279820.01,286502.01,241093.81,248085.56,210623.27
"ZICO BEVERAGES, LLC",231486.33,258280.93,329402.05,343279.74,189656.44,158524.2,295187.33,417894.01,128054.91,294740.88,120478.59
"DOMINION DIAGNOSTICS, L.C.",240979.65,290561.05,278060.61,343817.48,193905.65,249889.26,230343.86,240895.26,283033.15,350004.32,275937.61
REVENEW INTERNATIONAL,239704.78,342583.22,239999.48,283621.73,289426.46,227323.47,230491.25,251191.35,245497.29,284865.12,236282.86
ARCH INSURANCE CO. (EUROPE) LTD,222761.55,152013.51,203032.39,313238.81,332103.41,186712.42,465227.88,247607.73,227038.2,237827.9,309433.79
ASQUITH NURSERIES,468289.81,231661.95,254971.21,330265.73,265850.92,265806.01,320677.58,166882.79,44769.68,139449.8,109485.95
"STEINERT US, INC.",384462.05,310308.83,215155.15,195028.36,240286,262649.44,215372.65,267025.77,258060.5,324042.74,209377.81
"BERKSHIRE HATHAWAY SPECIALTY CONCIERGE, LLC.",233937.86,277729.18,272124.34,302335.43,234900.29,293635.08,314803.83,217082.09,200957.8,229608.64,257941.99
BUCKINGHAM ASSET MANAGEMENT,169367.71,242755.55,298528.36,294790.47,268262.27,292000.31,239821.8,296808.34,242990.93,322979.3,308887.87
JSP INTERNATIONAL LLC,252327.83,266682.45,251866.23,301962.55,242018.86,245551.63,229720.82,311001.62,241827.55,291577.88,232659.55
THE INTERFLEX GROUP,250394.26,290519.41,273007.57,264393.4,207865.37,292779.46,250809.24,288564.15,224357.11,251353.74,246530.46
NATURAL CHEMISTRY,262876.5,292806.26,286881.8,222005.02,230873.16,256796.42,240741.29,266050.15,278461.49,310464.39,241221.03
SNAP-ON UK HOLDINGS LTD - EXPENSE,209300.56,271719.94,283771.46,286168.11,258408.17,286352.65,213880.72,284500.76,238349.63,231977.39,246356.75
REDDWERKS CORPORATION,162875.66,193645.61,227410.5,236521.66,205475.08,320079.49,387574.14,364549.19,233405.59,250076.14,305004.65
"X-RAY INDUSTRIES, INC.",291999.55,327510.82,271985.51,332006.45,201843.23,249151.79,221332.17,251891.67,182829.45,187017.42,227699.8
BDS MARKETING,223901.77,246002.42,267836.52,309905.74,281014.34,248768,262620.87,254908.93,234372.91,311751.67,473587.52
PROMINENT FLUID CONTROLS,252604.7,207830.29,279768.94,222626.74,267285.49,246009.59,287428.56,298983.4,266403.26,349921.83,230136.51
MINISTERS & MISSIONARIES BENEFIT BOARD,178294.55,275496.82,263979.44,279678.65,200836.16,313271.17,282226.42,291479.61,241962.32,215633.9,260255.8
ADVISORS ASSET MANAGEMENT INC.,345283.55,283960.33,209074.46,277244.89,204230.74,262012.07,209671.16,271695.51,264030.22,303767.57,196824.13
GREEN HASSON & JANKS LLP,196460.77,179831.4,243359.96,215716.46,299525.65,319696.13,255178.95,318556.68,298659.3,316745.41,321282.28
"LATTICE ENGINES, INC.",241257.33,349312.72,210126.82,292546.92,191226.19,239854.81,231691.76,341567.81,228450.3,278169.16,223558.97
"HEALTH DIAGNOSTICS MANAGEMENT, LLC",149722.13,119810.43,248860.34,317320.5,264555.07,235389.96,335242.49,357268.78,297672.92,324171.67,340157.9
ULTIMA BUSINESS SOLUTIONS LTD.,220641.32,241612.02,292339.94,282260.71,252320.69,299150.07,255848.8,268494.78,213025.61,207702.87,254642.94
"TRI-STARR MANAGEMENT SERVICES, INC",272316.2,296556.23,235786.26,242041.06,256411.64,299432.13,326575.34,231405.67,163396.29,118292.3,151952.19
PIETRAGALLO GORDON ALFANO BOSICK & RASPANTI LLP,249524.88,236210.84,265686.67,272173.4,226179.28,274581.19,226438.29,382101.85,188269.47,265705.07,331594.3
"HATCH, INC",220981.26,374874.85,255877.23,291624.95,222927.59,235911.24,237218.41,252008.58,229211.71,284498.28,388846.85
WORLD ONE,276194.05,229818.83,344197.25,258556.04,319398.63,373123.86,245033.57,175390.47,97713.64,143810.12,246675.15
CURRENCY EXCHANGE INTERNATIONAL,236085.37,232497.08,245087.06,227862.91,261503.84,256975.56,254347.09,311212.43,293682.23,303687.22,285936.71
"SANRIO, INC.",350132.26,376785.85,403674.9,227487.16,216029.9,184293.51,183393.48,166946.09,209552.91,138756.78,196060.47
ABELL PEST CONTROL INC,203871.62,233499.72,246496.99,279690.72,250229.3,294566.87,209226.67,301806.74,297988.16,260657.23,223687.43
THE TRUNK CLUB INC,173100.42,179093.65,236495.93,273809.07,290048.98,294522.25,293927.58,278390.31,297573.53,324470.06,251379.99
ATK AUDIOTEK CORPORATION,179935.56,212047.75,230030.43,271692.02,236506.69,266492.13,291762.1,421160,204495.57,348141.3,689552.24
MANE USA,195793.41,281234.04,180321.44,313413.45,234274.07,310190.69,264620.08,307909.93,225163.08,301236.84,325008.41
RECORDATI RARE DISEASES INC.,152565.19,336440.73,192717.28,321331.4,278673.67,244125.92,284811.52,313871.02,187976.74,292333.93,269615.53
SOURCE MEDIA,234076.77,303987.98,238237.89,338188.03,196458.72,310721.89,176206.83,302968.32,210439.71,279998.24,244443.11
METROPOLITAN REGIONAL INFORMATION SYSTEMS,277297.29,160890.36,202154.97,232962.64,284216.08,309230.97,240892.55,119632.05,483083.7,131261.54,410831.85
APRIMA MEDICAL SOFTWARE_US,167575.49,275120.93,236630,262121.31,259060.98,277220.2,246478.87,299066.88,284364.17,286215.37,234980.29
TAB PRODUCTS,184244.54,258667.75,236491.11,335796.46,307666.57,315006.83,255176.74,224532.73,189348.44,257057.84,238287.57
FERRERO CANADA LIMITED,229502.46,264918.58,203249.02,313706.57,221714.56,232824.51,234382.59,345047.88,261298.45,249380.36,264404.13
"FISHBOWL, INC.",163503.57,206836.16,229326.65,357806.12,267303.62,323301.82,255248.15,270571.48,232080.62,371277.24,253307.01
"THE MILES GROUP, LLC",240653.87,231374.21,213434.84,286730.74,192035.53,342050.8,199251.75,257419.78,342902.21,338881.48,259623.19
PADI EMEA LIMITED,128686.04,280540.63,252770.98,283617.4,229149.62,301989.63,270360.57,361015.36,196896.83,107121.5,156990.27
VALVOLINE CUMMINS PRIVATE LIMITED,223425.34,195226.57,208600.2,231080.02,274312.03,321207.81,286912.05,261192.92,302692.88,347111.62,180933.63
"ATTORNEYS TITLE AGENCY, LLC",264727.54,255491.87,244431.87,322693.58,214586.23,233811.6,261801.58,273780.89,229768.28,239734.06,242817.62
BOSTON COMMON PRESS LIMITED PARTNERSHIP,131816.57,154402.8,344461.61,303127.91,230990.5,177483.63,237300.78,447463.56,273974.64,367289.44,382925.36
"TOWER HILL INSURANCE GROUP, INC.",174447.11,235619.51,194111.94,200001.66,191792.67,221540.47,187127.51,597673.91,296731.49,252484.94,194867.02
"GOULSTON TECHNOLOGIES, INC",205110.11,215216.79,182137.98,226130.05,289194.7,238985.82,288254.07,278773.05,374324.71,348556.89,424814.1
"LASERMAX ROLL SYSTEMS, INC.",250637.46,326844.23,252837.43,262143.39,210532.8,261338.7,246402.13,257863.61,229292.24,252351.03,289493.24
PEARL THERAPEUTICS INC,214752,224998.84,261526.38,410649.64,289710.26,231119.22,193271.4,253691.26,217080.72,204119.57,224514.98
"PR RESTAURANTS, LLC",155780.67,185717.09,214629.3,306075.87,247679.72,324702.59,267536.66,310076.67,281665.97,289107.3,252005.86
COLA INC.,176880.36,234057.75,225759.37,288026.93,263296.11,310141.87,274447.34,281911.29,238024.9,316148.94,286252.92
INCA DIGITAL PRINTERS LTD.,235190.88,215127.51,358144.5,271001.48,241531.39,248159.51,250341.88,241634.24,231114.52,266304.87,288525.07
BRANDES INVESTMENT PARTNERS AND COMPANY - CTE,184333.06,367299.87,224638.51,278468.14,349694.12,234660.33,221108.14,239715.91,190430.52,172266.96,210782.07
FORUM ONE COMMUNICATIONS CORPORATION,184972.3,317757.98,205102.57,226249.6,263285.2,263056.87,246598.03,326738.66,254875.08,233904.48,208057.57
WORLD TRAVEL SERVICE LLC,265780.16,318063.51,250413.03,302641.14,310415.73,373845.2,213969.23,101081.5,150466.15,251597.19,158160.55
